genome,bad_class_bp,bad_class_n,bad_family_bp,bad_family_n,bad_genus_bp,bad_genus_n,bad_order_bp,bad_order_n,bad_phylum_bp,bad_phylum_n,bad_superkingdom_bp,bad_superkingdom_n,comment,f_ident,f_major,filter_at,good_class_bp,good_class_n,good_family_bp,good_family_n,good_genus_bp,good_genus_n,good_order_bp,good_order_n,good_phylum_bp,good_phylum_n,good_superkingdom_bp,good_superkingdom_n,ignored_contigs_bp,ignored_contigs_n,lineage,noident_contigs_bp,noident_contigs_n,total_bad_bp,total_contigs_bp,total_contigs_n
TARA_ANW_MAG_00027.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.,0.0,0.010189228529839884,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,69961,2,0,633839,5
TARA_RED_MAG_00062.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.5420560747663551,genus,917054,95,917054,95,917054,95,917054,95,917054,95,917054,95,18364,6,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2,154123,33,0,1266249,176
TARA_ION_MAG_00033.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.17643271088216356,none,0,0,0,0,0,0,0,0,0,0,0,0,9253,2,,158060,30,0,1506618,106
TARA_PSE_MAG_00004.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.995774647887324,genus,2193687,35,2193687,35,2193687,35,2193687,35,2193687,35,2193687,35,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA1113;f__UBA1113;g__GCA-2709565,7666,1,0,2201353,36
TARA_PON_MAG_00076.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.6625,0.028663561447509853,none,0,0,0,0,0,0,0,0,0,0,0,0,34058,11,,2440136,495,0,2710859,549
TARA_ANE_MAG_00018.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_IOS_MAG_00003.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9884464110127827,genus,4047852,39,4047852,39,4047852,39,4047852,39,4047852,39,4047852,39,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Marinicaulis,0,0,0,4064019,41
TARA_MED_MAG_00021.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_RED_MAG_00084.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.7027027027027027,0.035748792270531404,none,0,0,0,0,0,0,0,0,0,0,0,0,5463,2,,4651443,461,0,5144742,495
TARA_MED_MAG_00017.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSW_MAG_00120.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.865114411882778,genus,1731357,362,1731357,362,1731357,362,1731357,362,1731357,362,1731357,362,79566,26,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__UBA3465,175485,49,0,2577900,605
TARA_ION_MAG_00046.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9951807228915662,0.48088064889918886,genus,569303,64,569303,64,569303,64,569303,64,569303,64,569303,64,8712,3,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__GCA-2712105,106053,26,0,847736,126
TARA_PSE_MAG_00102.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.0071860816944024205,none,0,0,0,0,0,0,0,0,0,0,0,0,71343,23,,2612735,646,0,2707112,676
TARA_MED_MAG_00003.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.995625227852716,0.8373015873015873,genus,3336356,72,3336356,72,3336356,72,3336356,72,3336356,72,3343971,73,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7455,11260,2,0,3362945,77
TARA_ANE_MAG_00030.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7326555023923444,genus,1346072,87,1346072,87,1346072,87,1346072,87,1346072,87,1346072,87,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I,259259,57,0,1649495,152
TARA_ANW_MAG_00050.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.7058823529411765,0.0434412265758092,none,0,0,0,0,0,0,0,0,0,0,0,0,17838,5,,1023642,182,0,1205652,219
TARA_ASW_MAG_00041.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSW_MAG_00032.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9983494458854044,0.937859354268023,genus,4174551,214,4174551,214,4174551,214,4174551,214,4174551,214,4174551,214,18686,5,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia,143883,11,0,4510814,247
TARA_IOS_MAG_00066.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSE_MAG_00072.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5555555555555556,0.0034965034965034965,none,0,0,0,0,0,0,0,0,0,0,0,0,43302,13,,2558976,540,0,2625566,558
TARA_PON_MAG_00033.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.9615384615384616,0.01389631213254944,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1275992,65,0,1836981,83
TARA_ANW_MAG_00032.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.6666666666666666,0.00436046511627907,none,0,0,0,0,0,0,0,0,0,0,0,0,4141,1,,1993162,273,0,2005933,276
TARA_ION_MAG_00041.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.007651841224294596,none,0,0,0,0,0,0,0,0,0,0,0,0,19354,6,,1890439,335,0,2015395,353
TARA_ANW_MAG_00070.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.4067796610169492,0.02878048780487805,none,0,0,0,0,0,0,0,0,0,0,0,0,42424,13,,1859784,415,0,2068611,461
TARA_PON_MAG_00074.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_ANE_MAG_00027.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9964362081254454,0.7450876261285183,genus,1823837,87,1823837,87,1823837,87,1823837,87,1823837,87,1823837,87,5500,2,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L3,10798,3,0,1919013,108
TARA_ANE_MAG_00042.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9802431610942249,0.33987603305785125,genus,1537703,74,1537703,74,1537703,74,1537703,74,1537703,74,1537703,74,2613,1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1,100095,14,0,1899402,132
TARA_ASW_MAG_00032.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_ION_MAG_00045.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.006363636363636364,none,0,0,0,0,0,0,0,0,0,0,0,0,9061,3,,1027674,207,0,1068602,215
TARA_MED_MAG_00120.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.00872093023255814,none,0,0,0,0,0,0,0,0,0,0,0,0,11772,4,,858551,84,0,1029395,95
TARA_RED_MAG_00053.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.585635359116022,0.1499585749792875,none,0,0,0,0,0,0,0,0,0,0,0,0,7390,2,,428841,51,0,1204038,122
TARA_PSW_MAG_00128.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.7807017543859649,0.18216682646212848,none,0,0,0,0,0,0,0,0,0,0,0,0,68757,22,,1441522,312,0,3169933,657
TARA_ANW_MAG_00076.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5,0.01178318931657502,none,0,0,0,0,0,0,0,0,0,0,0,0,163206,54,,4862597,1212,0,5101853,1283
TARA_PSE_MAG_00091.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9973082099596231,0.580015612802498,genus,673877,117,673877,117,673877,117,673877,117,673877,117,673877,117,45024,15,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Casp-actino5,126014,35,0,1295258,283
TARA_RED_MAG_00020.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.00757002271006813,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4710006,162,0,5284871,179
TARA_PON_MAG_00026.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9994061757719715,0.7909816815406294,genus,1938159,165,1938159,165,1938159,165,1938159,165,1938159,165,1938159,165,7285,2,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014,84504,13,0,2180211,214
TARA_ANW_MAG_00036.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.9772727272727273,0.038766519823788544,none,0,0,0,0,0,0,0,0,0,0,0,0,15505,5,,2039035,201,0,3386422,289
TARA_PON_MAG_00052.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9925373134328358,0.6666666666666666,genus,926410,54,926410,54,926410,54,926410,54,926410,54,926410,54,6319,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145,62502,12,0,1019374,72
TARA_RED_MAG_00119.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_ANW_MAG_00041.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.3076923076923077,0.022995283018867923,none,0,0,0,0,0,0,0,0,0,0,0,0,21593,7,,1585823,312,0,1676457,332
TARA_PSE_MAG_00066.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9990566037735849,0.8930075821398483,genus,2145673,236,2145673,236,2145673,236,2145673,236,2145673,236,2145673,236,13457,5,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1668,26999,8,0,2401571,304
TARA_PSE_MAG_00121.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8833684210526316,genus,1788765,355,1788765,355,1788765,355,1788765,355,1788765,355,1788765,355,37582,13,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__UBA796,54768,16,0,2355103,517
TARA_ASE_MAG_00021.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.5573300573300574,genus,1745679,185,1745679,185,1745679,185,1745679,185,1745679,185,1745679,185,13428,4,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA1994,330409,27,0,2485612,302
TARA_MED_MAG_00015.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.851039260969977,genus,1555259,43,1555259,43,1555259,43,1555259,43,1555259,43,1555259,43,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA7377,218092,10,0,1779538,54
TARA_PSE_MAG_00043.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7958963282937365,genus,846617,47,846617,47,846617,47,846617,47,846617,47,846617,47,0,0,d__Bacteria;p__Dadabacteria;c__UBA1144;o__UBA1144;f__UBA1144;g__TMED58,22046,5,0,921904,62
TARA_PSE_MAG_00016.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9867713931376602,0.4007620941020543,genus,5840324,101,5840324,101,5840324,101,5840324,101,5875074,102,5875074,102,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Tistrellaceae;g__Tistrella,40931,7,0,6084730,128
TARA_SOC_MAG_00005.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.0017942583732057417,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1514612,59,0,1615633,62
TARA_PON_MAG_00042.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.5764075067024129,genus,1850624,151,1850624,151,1850624,151,1850624,151,1850624,151,1850624,151,12031,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Idiomarina,65222,14,0,2277919,232
TARA_RED_MAG_00093.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9171197890921075,genus,5983895,300,5983895,300,5983895,300,5983895,300,5983895,300,5983895,300,3198,1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA9264,78493,18,0,6139921,335
TARA_PON_MAG_00058.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9993865030674847,0.8029556650246306,genus,1637569,220,1637569,220,1637569,220,1637569,220,1637569,220,1637569,220,35221,12,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Idiomarina,55643,16,0,2056034,338
TARA_PSE_MAG_00068.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.0024203307785397336,none,0,0,0,0,0,0,0,0,0,0,0,0,20345,7,,2449621,367,0,2505860,380
TARA_PSE_MAG_00061.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8371531966224367,genus,1358547,111,1358547,111,1358547,111,1358547,111,1358547,111,1358547,111,8904,2,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-P,187612,31,0,1636630,164
TARA_IOS_MAG_00065.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_PSE_MAG_00096.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.710617626648161,genus,960844,169,960844,169,960844,169,960844,169,960844,169,960844,169,27039,9,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48,165356,49,0,1531211,323
TARA_MED_MAG_00127.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_IOS_MAG_00025.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.,0.0,0.0024875621890547263,none,0,0,0,0,0,0,0,0,0,0,0,0,10147,2,,796664,71,0,833487,75
TARA_MED_MAG_00029.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9975,0.5150214592274678,genus,2246010,41,2246010,41,2246010,41,2246010,41,2246010,41,2246010,41,5368,1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA7388,14473,4,0,2295313,53
TARA_PSW_MAG_00003.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9953017708709794,genus,2687572,33,2687572,33,2687572,33,2687572,33,2687572,33,2687572,33,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__koll-22;g__UBA852,0,0,0,2692266,34
TARA_PSW_MAG_00070.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7779984114376489,genus,1853917,236,1853917,236,1853917,236,1853917,236,1853917,236,1853917,236,29962,9,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus,156342,23,0,2545416,376
TARA_PON_MAG_00050.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.6317848410757946,genus,1518142,197,1518142,197,1518142,197,1518142,197,1518142,197,1518142,197,21783,7,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04,253786,56,0,2090795,336
TARA_ANW_MAG_00028.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9989023051591658,1.0,genus,868128,8,868128,8,868128,8,868128,8,868128,8,868128,8,0,0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19,0,0,0,868128,8
TARA_ANE_MAG_00083.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.32563208369659985,genus,645611,106,645611,106,645611,106,645611,106,645611,106,645611,106,54960,17,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659,830805,205,0,2313498,514
TARA_SOC_MAG_00003.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8917333333333334,genus,1805988,91,1805988,91,1805988,91,1805988,91,1805988,91,1805988,91,5496,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974,23163,2,0,1857767,98
TARA_PSE_MAG_00089.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.999345977763244,0.7382906808305166,genus,1646603,202,1646603,202,1646603,202,1646603,202,1646603,202,1646603,202,15680,5,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA854,106693,24,0,2032783,294
TARA_PSW_MAG_00125.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.26413427561837455,genus,542071,80,542071,80,542071,80,542071,80,542071,80,542071,80,10328,3,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800,1540011,235,0,2159895,336
TARA_ANW_MAG_00039.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9284850926672039,genus,4114847,728,4114847,728,4114847,728,4114847,728,4114847,728,4114847,728,71307,22,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__GCA-2701545,149466,40,0,5055328,1002
TARA_PSE_MAG_00009.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.9994292237442922,0.9717138103161398,genus,3639767,22,3639767,22,3639767,22,3639767,22,3639767,22,3639767,22,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA7878,0,0,0,3639767,22
TARA_ANE_MAG_00025.fa,0,0,0,0,0,0,0,0,0,0,0,0,,0.991332611050921,0.5019032082653616,genus,1681681,95,1681681,95,1681681,95,1681681,95,1681681,95,1681681,95,13013,4,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663,22336,6,0,1934443,145
TARA_RED_MAG_00032.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9256397875422501,genus,3789535,331,3789535,331,3789535,331,3789535,331,3789535,331,3789535,331,22059,7,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA9615;f__UBA9615;g__GCA-2724675,234677,53,0,4199784,433
TARA_PSE_MAG_00001.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9748932965101682,genus,3864318,38,3864318,38,3864318,38,3864318,38,3864318,38,3864318,38,2612,1,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA7797,62283,9,0,3950680,51
TARA_ASE_MAG_00015.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.44776119402985076,0.10618066561014262,none,0,0,0,0,0,0,0,0,0,0,0,0,27729,9,,1201110,226,0,1872923,304
TARA_MED_MAG_00073.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8458005249343832,genus,1224967,178,1224967,178,1224967,178,1224967,178,1224967,178,1224967,178,19994,6,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Coraliomargarita,62776,10,0,1545674,258
TARA_MED_MAG_00098.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8795539033457249,genus,1100596,156,1100596,156,1100596,156,1100596,156,1100596,156,1100596,156,2719,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__MED-G17,51310,12,0,1290602,206
TARA_RED_MAG_00008.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5476190476190477,0.013870541611624834,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2973374,69,0,3017963,74
TARA_ION_MAG_00051.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.8857474825716499,genus,1980408,384,1980408,384,1980408,384,1980408,384,1980408,384,1980408,384,56144,17,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fabibacter,69023,19,0,2587706,562
TARA_MED_MAG_00006.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.97291807718348,genus,2918869,24,2918869,24,2918869,24,2918869,24,2918869,24,2918869,24,3541,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA3470;g__TMED8,29453,4,0,2951863,29
TARA_PSW_MAG_00007.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7653846153846153,genus,1441819,73,1441819,73,1441819,73,1441819,73,1441819,73,1441819,73,2703,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48,82892,13,0,1564183,93
TARA_ANE_MAG_00094.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.7735849056603774,0.10033128253667771,none,0,0,0,0,0,0,0,0,0,0,0,0,69471,23,,1616391,453,0,2084911,592
TARA_ANE_MAG_00062.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.8,0.007251631617113851,none,0,0,0,0,0,0,0,0,0,0,0,0,6981,2,,1346646,246,0,1386981,254
TARA_MED_MAG_00097.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.5555555555555556,0.009230769230769232,none,0,0,0,0,0,0,0,0,0,0,0,0,11529,4,,949550,160,0,982411,168
TARA_RED_MAG_00016.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9475012619888945,genus,1941602,49,1941602,49,1941602,49,1941602,49,1941602,49,1941602,49,0,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11657;g__UBA11657,0,0,0,1961043,54
TARA_PSW_MAG_00088.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.6363636363636364,0.009181969949916527,none,0,0,0,0,0,0,0,0,0,0,0,0,5273,2,,1107094,152,0,1188083,164
TARA_ANW_MAG_00049.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.6,0.0034387895460797797,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1225749,88,0,1404808,93
TARA_ION_MAG_00038.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.,0.0,0.0025188916876574307,none,0,0,0,0,0,0,0,0,0,0,0,0,8658,2,,1162156,117,0,1215632,122
TARA_ANW_MAG_00080.fa,0,0,0,0,0,0,0,0,0,0,0,0,"no matches for this genome, exiting.",0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
TARA_IOS_MAG_00036.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.9947643979057592,0.17767441860465116,none,0,0,0,0,0,0,0,0,0,0,0,0,14223,5,,443860,107,0,1111341,225
TARA_IOS_MAG_00064.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.7146776406035665,genus,1214649,263,1214649,263,1214649,263,1214649,263,1214649,263,1214649,263,62903,21,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-002728675,189861,52,0,2244211,555
TARA_PSE_MAG_00011.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.004571428571428572,none,0,0,0,0,0,0,0,0,0,0,0,0,14350,4,,1566040,183,0,1694098,195
TARA_RED_MAG_00015.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,1.0,0.0023328149300155523,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1011805,24,0,1291189,27
TARA_MED_MAG_00083.fa,0,0,0,0,0,0,0,0,0,0,0,0,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.,0.8591549295774648,0.04655737704918033,none,0,0,0,0,0,0,0,0,0,0,0,0,5624,2,,1025168,133,0,1572137,176
TARA_PSE_MAG_00014.fa,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.9637297118251077,genus,5881586,183,5881586,183,5881586,183,5881586,183,5881586,183,5881586,183,5358,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__UBA7330,195183,6,0,6116266,194
