genome,filter_at,override_filter_at,total_bad_bp,superkingdom_bad_bp,phylum_bad_bp,class_bad_bp,order_bad_bp,family_bad_bp,genus_bad_bp,f_ident,f_major,lineage,comment
TARA_RED_MAG_00082.fa,none,,0,0,0,0,0,0,0,0.6,0.0112,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_IOS_MAG_00005.fa,genus,,0,0,0,0,0,0,0,1.0,0.97,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__UBA5691,
TARA_ANE_MAG_00057.fa,genus,,0,0,0,0,0,0,0,1.0,0.818,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421,
TARA_ASW_MAG_00039.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_IOS_MAG_00012.fa,none,,0,0,0,0,0,0,0,0.875,0.00688,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00046.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_MED_MAG_00123.fa,none,,0,0,0,0,0,0,0,0.0,0.00105,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_ANW_MAG_00088.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_MED_MAG_00136.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PON_MAG_00084.fa,none,,0,0,0,0,0,0,0,0.202,0.144,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00015.fa,genus,,0,0,0,0,0,0,0,1.0,0.995,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__UBA3465,
TARA_ION_MAG_00064.fa,none,,0,0,0,0,0,0,0,1.0,0.035,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_SOC_MAG_00014.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ANE_MAG_00068.fa,none,,0,0,0,0,0,0,0,0.571,0.00636,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PON_MAG_00016.fa,none,,0,0,0,0,0,0,0,0.559,0.0459,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00079.fa,genus,,0,0,0,0,0,0,0,1.0,0.917,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2,
TARA_PSW_MAG_00115.fa,none,,0,0,0,0,0,0,0,0.83,0.0652,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANE_MAG_00073.fa,none,,0,0,0,0,0,0,0,0.0,0.00142,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00067.fa,none,,0,0,0,0,0,0,0,1.0,0.00122,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00051.fa,none,,0,0,0,0,0,0,0,0.333,0.00933,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ION_MAG_00048.fa,genus,,0,0,0,0,0,0,0,1.0,0.585,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira,
TARA_MED_MAG_00140.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_PSE_MAG_00131.fa,none,,0,0,0,0,0,0,0,0.805,0.0875,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00124.fa,none,,0,0,0,0,0,0,0,0.868,0.0644,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00100.fa,none,,0,0,0,0,0,0,0,1.0,0.0531,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00093.fa,genus,,0,0,0,0,0,0,0,1.0,0.271,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-2862715,
TARA_PSW_MAG_00090.fa,none,,0,0,0,0,0,0,0,1.0,0.0565,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00004.fa,genus,,0,0,0,0,0,0,0,1.0,0.991,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__UBA4149,
TARA_RED_MAG_00046.fa,none,,0,0,0,0,0,0,0,0.6,0.0101,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00143.fa,none,,0,0,0,0,0,0,0,0.0,0.0,,"no matches for this genome, exiting."
TARA_ANW_MAG_00059.fa,none,,0,0,0,0,0,0,0,0.4,0.0667,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_ANW_MAG_00005.fa,genus,,0,0,0,0,0,0,0,1.0,0.998,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Cycloclasticaceae;g__Cycloclasticus,
TARA_MED_MAG_00080.fa,genus,,0,0,0,0,0,0,0,0.997,0.648,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N2,
TARA_PSW_MAG_00010.fa,genus,,0,0,0,0,0,0,0,1.0,0.98,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2701885;f__GCA-2701885;g__GCA-2701885,
TARA_IOS_MAG_00015.fa,none,,0,0,0,0,0,0,0,0.0,0.00303,,too few identifiable hashes; f_ident < 10%. provide a lineage for this genome.
TARA_MED_MAG_00040.fa,none,,0,0,0,0,0,0,0,0.389,0.0104,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_RED_MAG_00011.fa,genus,,0,0,0,0,0,0,0,1.0,0.787,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;g__UBA7971,
TARA_ANE_MAG_00022.fa,genus,,0,0,0,0,0,0,0,1.0,0.766,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145,
TARA_MED_MAG_00027.fa,none,,0,0,0,0,0,0,0,1.0,0.00844,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_MED_MAG_00053.fa,genus,,0,0,0,0,0,0,0,1.0,0.903,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N2,
TARA_PSW_MAG_00092.fa,none,,0,0,0,0,0,0,0,0.75,0.0112,,too few hashes in major lineage; f_major < 20%. provide a lineage for this genome.
TARA_PSE_MAG_00002.fa,genus,,0,0,0,0,0,0,0,0.988,0.74,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis,
